12.0,15.6,131.61,2200.0,5,1
1.0,8.0,8.0,380.0,18,3
1.0,7.0,8.0,330.0,11,3
4.85,1.8,131.61,1016.32,15,2
8.0,15.6,131.61,2200.0,26,1
4.0,17.3,131.61,2800.0,10,1
4.0,15.6,256.0,2200.0,2,1
8.0,12.3,256.0,786.0,17,3
4.0,15.6,256.0,2000.0,2,1
3.0,5.0,32.0,168.0,9,2
1.0,10.1,8.0,610.0,11,3
8.0,14.0,131.61,1490.0,75,1
3.0,5.2,32.0,158.2,8,2
4.0,15.6,256.0,2300.0,5,1
3.0,5.5,32.0,158.5,24,2
1.0,10.1,8.0,557.0,11,3
1.0,7.0,8.0,330.0,11,3
8.0,14.0,256.0,1630.0,1,1
4.0,14.0,32.0,1440.0,1,1
8.0,14.0,256.0,1720.0,3,1
8.0,15.6,131.61,2200.0,2,1
4.0,5.5,64.0,163.0,35,2
4.0,15.6,256.0,2200.0,10,1
8.0,15.6,256.0,2130.0,3,1
4.85,9.82,131.61,1016.32,22,3
8.0,14.0,256.0,1130.0,10,1
4.0,5.5,64.0,167.0,68,2
4.0,12.3,128.0,766.0,17,3
3.0,5.5,32.0,158.5,20,2
3.0,8.0,32.0,264.0,20,3
16.0,15.6,131.61,2610.0,3,1
3.0,5.0,32.0,161.0,32,2
8.0,17.3,131.61,2700.0,26,1
4.85,7.0,8.0,264.0,6,3
2.0,5.0,16.0,150.5,2,2
1.0,8.0,8.0,380.0,18,3
8.0,15.6,131.61,1860.0,26,1
16.0,13.3,512.0,1580.0,0,3
8.0,5.99,128.0,175.96,25,2
4.0,5.8,128.0,175.2,20,2
6.0,6.0,128.0,176.0,29,2
4.85,1.8,131.61,1016.32,21,2
1.0,7.0,8.0,227.0,11,3
1.0,5.5,8.0,1016.32,50,2
8.0,14.0,512.0,1320.0,10,1
6.0,5.99,64.0,163.98,25,2
2.0,10.1,16.0,500.0,29,3
3.0,5.0,16.0,150.5,36,2
2.0,5.45,16.0,1016.32,29,2
4.0,5.7,128.0,175.8,12,2
4.0,5.84,64.0,167.68,29,2
3.0,5.7,32.0,158.7,55,2
1.0,8.0,16.0,348.0,22,3
2.0,5.0,16.0,155.5,29,2
8.0,15.6,256.0,1950.0,10,1
12.0,17.3,131.61,2950.0,2,1
4.85,7.0,8.0,516.0,7,3
4.0,15.6,131.61,2300.0,3,1
8.0,15.6,131.61,2400.0,10,1
4.0,5.99,64.0,163.98,25,2
1.0,7.0,8.0,330.0,22,3
3.0,10.1,32.0,644.0,10,3
8.0,13.3,256.0,1190.0,10,1
16.0,12.3,1.0,131.61,17,3
1.0,10.1,16.0,525.0,10,3
8.0,14.0,256.0,1300.0,2,1
1.0,10.1,16.0,500.0,22,3
4.0,6.1,64.0,168.2,12,2
1.0,10.1,8.0,557.0,11,3
4.85,2.4,131.61,1016.32,57,2
3.0,10.1,32.0,479.0,10,3
4.0,10.8,32.0,686.5,22,3
4.0,11.3,1000.0,2100.0,9,4
4.0,6.3,64.0,168.6,29,2
6.0,5.7,128.0,185.8,2,2
4.85,1.77,131.61,1016.32,27,2
4.0,11.3,1000.0,2100.0,9,4
2.0,5.3,16.0,155.65,12,2
4.85,1.7,131.61,1016.32,70,2
2.0,5.5,32.0,157.5,19,2
4.0,15.6,131.61,2200.0,10,1
4.85,1.8,131.61,1016.32,24,2
4.0,6.43,64.0,164.86,38,2
1.0,8.0,8.0,330.0,11,3
8.0,12.2,256.0,1260.0,10,3
8.0,15.6,512.0,1700.0,2,1
4.0,14.0,131.61,1720.0,3,1
1.0,8.0,8.0,420.0,18,3
4.0,5.7,64.0,163.4,13,2
8.0,15.6,131.61,2000.0,3,1
2.0,10.1,32.0,509.0,10,3
8.0,17.3,131.61,3000.0,2,1
8.0,12.0,256.0,1100.0,10,3
1.0,7.0,8.0,310.0,6,3
6.0,6.0,64.0,173.0,36,2
1.0,7.0,8.0,310.0,6,3
4.85,7.0,8.0,516.0,7,3
1.5,8.0,16.0,393.0,20,3
12.0,17.3,131.61,2770.0,3,1
2.0,10.1,64.0,796.0,61,3
4.85,4.0,4.0,131.61,15,2
4.0,15.6,131.61,2100.0,1,1
4.0,15.6,16.0,2200.0,5,1
1.0,8.0,8.0,380.0,18,3
3.0,5.0,32.0,157.0,29,2
1.0,8.0,16.0,466.0,10,3
8.0,14.0,512.0,1360.0,3,1
4.85,1.8,131.61,1016.32,15,2
1.0,8.0,8.0,330.0,11,3
1.0,7.0,8.0,330.0,11,3
4.85,2.4,131.61,1016.32,14,2
2.0,4.5,16.0,150.25,22,2
1.0,7.0,8.0,333.0,7,3
4.0,15.6,131.61,2200.0,10,1
6.0,6.41,128.0,181.64,31,2
12.0,15.6,512.0,2200.0,10,1
6.0,5.2,64.0,171.4,42,2
1.0,5.0,16.0,155.5,32,2
16.0,15.6,131.61,3490.0,3,1
1.0,10.1,8.0,550.0,18,3
4.85,7.0,4.0,131.61,4,3
4.0,15.6,128.0,1910.0,1,1
4.0,15.6,131.61,2200.0,10,1
8.0,15.6,131.61,2000.0,3,1
4.85,7.0,8.0,264.0,6,3
2.0,4.0,32.0,156.0,19,2
4.0,8.4,32.0,316.0,29,3
2.0,5.0,16.0,150.5,77,2
16.0,13.9,1000.0,1400.0,10,1
4.85,7.0,4.0,131.61,4,3
1.0,5.0,8.0,149.25,22,2
8.0,11.3,1000.0,2100.0,9,4
1.0,8.0,16.0,348.0,22,3
3.0,5.5,16.0,155.75,32,2
2.0,10.1,16.0,520.0,56,3
1.0,8.0,8.0,330.0,11,3
2.0,6.0,16.0,156.0,15,2
1.0,10.1,8.0,557.0,11,3
16.0,13.3,512.0,1050.0,53,1
32.0,17.3,131.61,4700.0,2,1
8.0,15.6,256.0,2200.0,10,1
4.85,7.0,4.0,131.61,4,3
1.0,8.0,8.0,380.0,18,3
8.0,15.6,256.0,2130.0,3,1
4.0,10.8,32.0,686.5,22,3
4.0,15.6,128.0,2050.0,10,1
4.85,7.0,8.0,1016.32,7,3
1.0,8.0,16.0,348.0,22,3
2.0,9.7,128.0,478.0,19,3
8.0,14.0,256.0,1700.0,10,1
8.0,17.3,131.61,2100.0,2,1
4.0,6.5,128.0,186.0,29,2
4.85,7.0,8.0,1016.32,7,3
4.85,7.0,8.0,289.0,11,3
4.0,5.99,64.0,163.98,25,2
4.0,5.5,128.0,174.3,16,2
1.0,10.1,8.0,550.0,18,3
4.0,17.3,131.61,2000.0,2,1
8.0,9.82,32.0,297.0,62,4
2.0,10.1,32.0,1080.0,2,3
4.0,5.5,64.0,163.0,13,2
4.85,1.8,131.61,1016.32,21,2
1.5,9.6,8.0,490.0,20,3
16.0,12.3,512.0,711.0,17,3
32.0,17.3,131.61,4600.0,10,1
3.0,5.5,32.0,161.5,10,2
1.0,7.0,8.0,330.0,11,3
1.0,4.5,8.0,1016.32,22,2
1.0,10.1,8.0,610.0,11,3
4.0,11.69,1000.0,2900.0,17,4
4.0,5.5,64.0,163.0,10,2
1.0,4.7,8.0,1016.32,50,2
8.0,14.0,256.0,1400.0,2,1
4.0,15.6,256.0,2200.0,10,1
1.5,5.0,16.0,155.5,12,2
1.0,10.1,16.0,556.0,41,3
4.0,15.6,131.61,2100.0,1,1
6.0,6.0,128.0,180.0,12,2
8.0,12.0,256.0,754.0,20,3
1.0,7.0,8.0,310.0,6,3
1.0,8.0,8.0,380.0,18,3
4.85,2.4,131.61,1016.32,14,2
4.0,5.5,32.0,158.5,10,2
4.0,11.69,1000.0,3800.0,17,4
4.0,15.6,256.0,2200.0,10,1
2.0,5.0,16.0,150.5,22,2
8.0,10.0,128.0,522.0,17,3
4.85,1.1,131.61,1016.32,0,2
1.0,10.1,16.0,550.0,56,3
4.0,10.1,64.0,690.0,10,1
1.0,8.0,16.0,320.0,10,3
4.85,1.8,131.61,1016.32,15,2
8.0,15.6,131.61,2200.0,10,1
4.0,5.5,64.0,164.0,42,2
8.0,15.6,256.0,2000.0,53,1
4.0,15.6,256.0,1770.0,1,1
4.85,7.0,4.0,131.61,4,3
8.0,13.3,256.0,1400.0,3,1
1.0,7.0,8.0,330.0,22,3
2.0,10.1,16.0,535.0,33,3
2.0,5.0,16.0,155.5,29,2
8.0,13.3,128.0,1370.0,19,1
8.0,13.3,256.0,1370.0,19,1
4.0,11.69,1000.0,2900.0,17,4
8.0,13.3,512.0,1110.0,1,1
4.0,5.2,64.0,162.4,35,2
1.0,10.1,8.0,610.0,11,3
4.0,10.5,64.0,477.0,19,3
8.0,15.6,256.0,1930.0,3,1
4.0,14.0,32.0,1500.0,2,1
2.0,11.69,1000.0,3800.0,17,4
3.0,5.65,32.0,158.65,29,2
1.0,7.0,8.0,330.0,11,3
16.0,15.6,131.61,2300.0,10,1
32.0,17.3,131.61,4420.0,3,1
3.0,5.5,32.0,158.5,55,2
1.0,8.0,8.0,330.0,11,3
8.0,15.6,131.61,2080.0,3,1
2.0,5.3,16.0,155.65,12,2
8.0,12.0,256.0,850.0,1,3
8.0,13.9,256.0,1400.0,10,1
4.0,6.0,64.0,164.0,21,2
8.0,17.3,131.61,3270.0,3,1
1.0,10.1,8.0,610.0,11,3
4.0,11.3,500.0,2100.0,9,4
4.0,14.0,131.61,1600.0,3,1
3.0,5.6,32.0,158.6,20,2
2.0,5.2,16.0,155.6,21,2
6.0,5.2,128.0,173.8,10,2
8.0,15.6,256.0,2670.0,3,1
6.0,6.21,128.0,176.84,25,2
8.0,15.6,131.61,2000.0,53,1
1.0,10.1,8.0,610.0,11,3
8.0,13.3,256.0,1330.0,1,1
16.0,15.6,512.0,1880.0,26,1
1.0,7.0,8.0,330.0,11,3
4.0,11.6,32.0,1150.0,10,1
8.0,13.3,512.0,1100.0,2,1
1.5,5.0,8.0,149.25,20,2
2.0,5.99,16.0,1016.32,63,2
4.0,5.5,64.0,164.0,25,2
4.0,5.84,128.0,179.36,29,2
6.0,6.28,64.0,168.56,31,2
8.0,13.3,256.0,1250.0,19,1
2.0,6.0,32.0,159.0,49,2
1.0,10.1,8.0,550.0,18,3
4.0,15.6,131.61,1880.0,3,1
16.0,15.6,131.61,2400.0,10,1
8.0,15.6,131.61,2560.0,3,1
2.0,5.3,16.0,155.65,12,2
2.0,5.3,16.0,150.65,15,2
8.0,15.6,131.61,2200.0,3,1
8.0,15.6,131.61,2500.0,2,1
2.0,14.0,16.0,1186.2,40,3
1.0,8.0,16.0,348.0,22,3
4.0,11.3,500.0,2100.0,9,4
8.0,15.6,131.61,2500.0,10,1
12.0,15.6,131.61,2620.0,1,1
4.85,7.0,8.0,1016.32,7,3
4.0,15.6,128.0,2200.0,10,1
4.0,5.3,64.0,163.6,21,2
4.85,2.8,131.61,1016.32,14,2
4.0,15.6,131.61,1800.0,10,1
3.0,5.99,32.0,157.99,55,2
16.0,15.6,256.0,1880.0,2,1
1.0,10.1,8.0,557.0,11,3
8.0,15.6,131.61,2000.0,53,1
2.0,5.0,16.0,150.5,35,2
3.0,5.2,32.0,161.2,20,2
2.0,10.1,16.0,535.0,33,3
2.0,10.1,32.0,665.0,10,3
1.0,8.0,16.0,348.0,22,3
8.0,15.6,256.0,2200.0,26,1
